FBtr0309810.1	-376.24
FBtr0309810	-853.80
FBtr0309810.2	-443.85
FBtr0347585	-270.90
FBtr0347585.1	-270.90
FBtr0345732	-53.76
FBtr0345732.1	-53.76
FBtr0345733	-44.94
FBtr0345733.1	-44.94
FBtr0344053.2	-858.84
FBtr0344052	-913.58
FBtr0344052.1	-913.58
FBtr0344053	-913.58
FBtr0344053.1	-11.47
FBtr0344032.1	-43.50
FBtr0344032	-328.47
FBtr0344032.2	-26.34
FBtr0344032.3	-190.62
FBtr0336836	-213.03
FBtr0336836.1	-213.03
FBtr0336837.1	-16.45
FBtr0336837	-188.03
FBtr0336837.2	-149.28
FBtr0336984	-102.92
FBtr0336984.1	-102.92
FBtr0336985	-419.15
FBtr0336985.1	-419.15
FBtr0336986	-177.81
FBtr0336986.1	-177.81
FBtr0336987	-295.23
FBtr0336987.1	-295.23
FBtr0336988.1	-117.46
FBtr0336988	-258.56
FBtr0336988.2	-120.41
FBtr0347594	-167.23
FBtr0347594.1	-167.23
FBtr0347595.1	-97.97
FBtr0347595	-710.87
FBtr0347595.2	-573.04
FBtr0329830.2	-100.70
FBtr0329830	-276.33
FBtr0344144	-276.33
FBtr0344144.1	-276.33
FBtr0329830.1	-98.21
FBtr0345774	-402.11
FBtr0345774.1	-402.11
FBtr0345775	-288.11
FBtr0345775.1	-288.11
FBtr0329831	-165.87
FBtr0329831.1	-165.87
FBtr0329833	-216.18
FBtr0329833.1	-216.18
FBtr0347589	-585.74
FBtr0347589.1	-585.74
FBtr0347590	-234.48
FBtr0347590.1	-234.48
FBtr0347591	-523.41
FBtr0347591.1	-523.41
FBtr0347397.1	-152.03
FBtr0347397	-214.07
FBtr0445834.1	-125.86
FBtr0445834	-190.75
FBtr0347397.2	-23.52
FBtr0445834.2	-23.52
FBtr0343219	-206.29
FBtr0343219.1	-206.29
FBtr0310101	-279.26
FBtr0310101.1	-279.26
FBtr0343248	-211.15
FBtr0343248.1	-211.15
FBtr0343250	-142.47
FBtr0343250.1	-142.47
FBtr0345777	-89.19
FBtr0345777.1	-89.19
FBtr0344054.1	-30.96
FBtr0344054	-1658.32
FBtr0344054.2	-169.48
FBtr0347592.2	-815.83
FBtr0347592	-1135.44
FBtr0347592.1	-272.47
FBtr0342660	-212.70
FBtr0342660.1	-212.70
FBtr0345453	-159.87
FBtr0345453.1	-159.87
FBtr0334793	-145.19
FBtr0334793.1	-145.19
FBtr0445831	-1138.45
FBtr0445831.1	-1138.45
FBtr0345739	-226.97
FBtr0345739.1	-226.97
FBtr0345455	-110.87
FBtr0345455.1	-110.87
FBtr0334798	-87.63
FBtr0334798.1	-87.63
FBtr0343253.3	-563.86
FBtr0445830.3	-653.87
FBtr0343253	-1458.94
FBtr0445830	-1458.94
FBtr0343253.2	-379.64
FBtr0445830.2	-221.96
FBtr0343253.1	-166.87
FBtr0445830.1	-166.87
FBtr0479958.1	-798.78
FBtr0479958	-3370.44
FBtr0479958.2	-565.10
FBtr0479958.3	-1541.60
FBtr0346497	-117.09
FBtr0346497.1	-117.09
FBtr0331290	-346.05
FBtr0331290.1	-346.05
FBtr0345742	-205.19
FBtr0345742.1	-205.19
FBtr0306546.2	-174.44
FBtr0306546	-303.73
FBtr0306546.1	-77.31
FBtr0344105	-114.74
FBtr0344105.1	-114.74
FBtr0344104	-124.41
FBtr0344104.1	-124.41
FBtr0343843	-340.65
FBtr0343843.1	-340.65
FBtr0343840	-741.40
FBtr0343840.1	-741.40
FBtr0334819.1	-55.84
FBtr0334819	-1265.89
FBtr0334819.2	-119.22
FBtr0334819.3	-206.74
FBtr0342645.2	-431.57
FBtr0342645	-2710.70
FBtr0342646.2	-163.79
FBtr0342646	-1374.93
FBtr0342646.1	-1176.22
FBtr0342645.1	-2232.27
FBtr0346473	-46.83
FBtr0346473.1	-46.83
FBtr0344040.1	-112.62
FBtr0344040	-280.92
FBtr0344040.2	-132.77
FBtr0334828	-77.01
FBtr0334828.1	-77.01
FBtr0334827.2	-138.30
FBtr0334827	-226.85
FBtr0334827.1	-71.99
FBtr0334825	-292.37
FBtr0334825.1	-292.37
FBtr0304139.1	-133.36
FBtr0304139	-547.96
FBtr0304139.2	-370.40
FBtr0309284.1	-103.72
FBtr0309284	-1471.43
FBtr0309284.2	-311.93
FBtr0309284.3	-210.26
FBtr0309284.4	-94.97
FBtr0309284.5	-143.96
FBtr0346492	-313.09
FBtr0346492.1	-313.09
FBtr0345564	-333.86
FBtr0345564.1	-333.86
