FBtr0344053.2	-70
FBtr0344052	-1413
FBtr0344052.1	-1413
FBtr0344053	-1413
FBtr0344053.1	-1413
FBtr0329830.2	-1
FBtr0329830	-23
FBtr0344144	-23
FBtr0344144.1	-23
FBtr0329830.1	-23
FBtr0347591	-19
FBtr0347591.1	-19
FBtr0310101	-13
FBtr0310101.1	-13
FBtr0343250	-48
FBtr0343250.1	-48
FBtr0347592.2	-5
FBtr0347592	-109
FBtr0347592.1	-109
FBtr0345739	-7
FBtr0345739.1	-7
FBtr0334798	-5
FBtr0334798.1	-5
FBtr0343253.3	-3
FBtr0445830.3	-3
FBtr0343253	-48
FBtr0445830	-48
FBtr0343253.2	-32
FBtr0445830.2	-32
FBtr0343253.1	-48
FBtr0445830.1	-48
FBtr0331290	-38
FBtr0331290.1	-38
FBtr0345742	-5
FBtr0345742.1	-5
FBtr0306546.2	-3
FBtr0306546	-2
FBtr0306546.1	-2
FBtr0344105	-2
FBtr0344105.1	-2
FBtr0344104	-184
FBtr0344104.1	-184
FBtr0343843	-1726
FBtr0343843.1	-1726
FBtr0342645.2	-9
FBtr0342645	-9
FBtr0342646.2	-9
FBtr0342646	-6
FBtr0342646.1	-6
FBtr0342645.1	-9
FBtr0346473	-27
FBtr0346473.1	-27
FBtr0334828	-497
FBtr0334828.1	-497
FBtr0334827.2	-5
FBtr0334827	-329
FBtr0334827.1	-329
FBtr0345564	-162
FBtr0345564.1	-162
FBtr0334812	-51
FBtr0334812.1	-51
FBtr0345556.2	-21
FBtr0345556	-611
FBtr0345556.1	-611
FBtr0335164.2	-176
FBtr0335164	-51
FBtr0335164.1	-51
FBtr0343233	-4
FBtr0343233.1	-4
FBtr0343232	-8
FBtr0343232.1	-8
FBtr0330690.2	-2
FBtr0330690	-102
FBtr0330689.2	-1
FBtr0330689	-102
FBtr0330688.2	-3
FBtr0330688	-102
FBtr0330688.1	-102
FBtr0330689.1	-102
FBtr0330690.1	-102
FBtr0335161.2	-542
FBtr0335161	-236
FBtr0330687.2	-542
FBtr0330687	-236
FBtr0335161.1	-236
FBtr0330687.1	-236
FBtr0344047.2	-19
FBtr0344047	-15
FBtr0344047.1	-15
FBtr0343862	-179
FBtr0343862.1	-179
FBtr0345551	-16
FBtr0345551.1	-16
FBtr0342650	-7
FBtr0342650.1	-7
FBtr0335168	-58
FBtr0335168.1	-58
FBtr0343235.2	-2
FBtr0343235	-2
FBtr0343235.1	-2
FBtr0343234	-2
FBtr0343234.1	-2
FBtr0346486	-22
FBtr0346486.1	-22
FBtr0452193	-5
FBtr0452193.1	-5
FBtr0343107	-7
FBtr0343107.1	-7
FBtr0345736.2	-3
FBtr0345736	-4
FBtr0345736.1	-4
FBtr0335483	-76
FBtr0335483.1	-76
FBtr0345731	-4
FBtr0345731.1	-4
FBtr0345730	-3
FBtr0345730.1	-3
FBtr0346487	-1158
FBtr0346487.1	-1158
FBtr0345567	-2
FBtr0345567.1	-2
FBtr0343240	-12
FBtr0343240.1	-12
FBtr0474095	-15
FBtr0474095.1	-15
FBtr0342953	-86
FBtr0342953.1	-86
FBtr0452189	-54
FBtr0452189.1	-54
FBtr0332223.2	-11
FBtr0332223	-198
FBtr0332223.1	-198
FBtr0321299	-662
FBtr0321299.1	-662
FBtr0344048.2	-15
FBtr0344048	-41
FBtr0344048.1	-41
FBtr0345957.2	-2
FBtr0345957	-10
FBtr0345957.1	-10
FBtr0345956	-1
FBtr0345956.1	-1
FBtr0334834.2	-16
FBtr0334834	-21
FBtr0334834.1	-21
FBtr0344049.2	-11
FBtr0344049	-3
FBtr0344049.1	-3
FBtr0346782.2	-31
FBtr0346782	-80
FBtr0346782.1	-80
FBtr0346503	-9
FBtr0346503.1	-9
FBtr0334789.2	-4
FBtr0334789	-32
FBtr0334789.1	-32
FBtr0345562	-190
FBtr0345562.1	-190
FBtr0345561	-2
FBtr0345561.1	-2
FBtr0345560	-44
FBtr0345560.1	-44
FBtr0334839.2	-4
FBtr0334839	-16
FBtr0334839.1	-16
FBtr0345770.2	-5
FBtr0445833.2	-124
FBtr0345770	-124
FBtr0445833	-15
FBtr0345770.1	-124
FBtr0445833.1	-15
FBtr0329834.2	-5
FBtr0329834	-12
FBtr0329834.1	-12
FBtr0345958	-4
FBtr0345958.1	-4
FBtr0452182	-4
FBtr0452182.1	-4
FBtr0345563	-5
FBtr0345563.1	-5
FBtr0332226.2	-4
FBtr0332226	-157
FBtr0332226.1	-157
FBtr0345557	-10
FBtr0345557.1	-10
FBtr0332216	-483
FBtr0332216.1	-483
FBtr0345571	-804
FBtr0345571.1	-804
FBtr0342937.2	-2
FBtr0342937	-100
FBtr0342938.2	-2
FBtr0342938	-100
FBtr0342937.1	-100
FBtr0342938.1	-100
FBtr0346580	-387
FBtr0346580.1	-387
FBtr0342943.2	-9
FBtr0342943	-7579
FBtr0342944	-7579
FBtr0342944.1	-7579
FBtr0342943.1	-7579
FBtr0343259	-692
FBtr0343259.1	-692
FBtr0308924.3	-4
FBtr0308924	-4
FBtr0308924.2	-6
FBtr0308924.1	-4
FBtr0343258.2	-27
FBtr0343258	-1225
FBtr0343258.1	-1225
FBtr0343247	-20
FBtr0343247.1	-20
FBtr0343245	-10
FBtr0343245.1	-10
FBtr0343396.2	-6
FBtr0343396	-135
FBtr0343396.1	-135
FBtr0343395	-2070
FBtr0343395.1	-2070
FBtr0343393	-27
FBtr0343393.1	-27
FBtr0343394	-27
FBtr0343394.1	-27
FBtr0345757.2	-4
FBtr0345757	-264
FBtr0342619.2	-4
FBtr0342619	-264
FBtr0342619.1	-264
FBtr0345757.1	-264
FBtr0342617	-4
FBtr0342617.1	-4
FBtr0332031.2	-7
FBtr0332032.2	-7
FBtr0332031	-1340
FBtr0332032	-1340
FBtr0332032.1	-1340
FBtr0332031.1	-1340
FBtr0333246	-5
FBtr0333246.1	-5
FBtr0344051.2	-8
FBtr0344051	-133
FBtr0344051.1	-133
FBtr0309287	-25
FBtr0309287.1	-25
FBtr0332010	-9
FBtr0332010.1	-9
FBtr0346500	-4
FBtr0346500.1	-4
FBtr0343398	-407
FBtr0343398.1	-407
FBtr0475067	-82
FBtr0475067.1	-82
FBtr0343154.2	-8
FBtr0343154	-979
FBtr0343153.2	-8
FBtr0343153	-979
FBtr0343154.1	-979
FBtr0343153.1	-979
FBtr0345975	-18
FBtr0345975.1	-18
FBtr0343164	-26
FBtr0343164.1	-26
FBtr0343868.2	-3
FBtr0343868	-1
FBtr0343868.1	-1
FBtr0342659	-722
FBtr0342659.1	-722
FBtr0342657	-4
FBtr0342657.1	-4
FBtr0342656	-2
FBtr0342656.1	-2
FBtr0345570	-12
FBtr0345570.1	-12
FBtr0334816.2	-7
FBtr0334816	-7
FBtr0334816.1	-7
FBtr0335490.2	-6
FBtr0335490	-3058
FBtr0335490.1	-3058
FBtr0344056.4	-2
FBtr0344056	-3
FBtr0344056.3	-2
FBtr0344056.2	-2
FBtr0344056.1	-3
FBtr0344109	-16
FBtr0344109.1	-16
FBtr0345771	-70
FBtr0345771.1	-70
FBtr0335193	-3
FBtr0335193.1	-3
FBtr0335192	-217
FBtr0335192.1	-217
FBtr0345780.2	-5
FBtr0345780	-46
FBtr0345780.1	-46
FBtr0345735	-25
FBtr0345735.1	-25
FBtr0344057.2	-5
FBtr0344057	-13
FBtr0344057.1	-13
FBtr0332517.2	-4
FBtr0332518.2	-4
FBtr0332517	-15978
FBtr0332518	-2
FBtr0332517.1	-15978
FBtr0332518.1	-2
FBtr0345772	-4
FBtr0345772.1	-4
FBtr0345454	-3
FBtr0345454.1	-3
FBtr0347027	-6
FBtr0347027.1	-6
FBtr0345754	-6
FBtr0345754.1	-6
FBtr0340264	-6
FBtr0340264.1	-6
FBtr0347300.2	-4
FBtr0347300	-3
FBtr0347300.1	-3
FBtr0339809.2	-1
FBtr0339809	-870
FBtr0339809.1	-870
FBtr0342663	-231
FBtr0342663.1	-231
FBtr0345456.2	-3
FBtr0345456	-43
FBtr0345456.1	-43
FBtr0342852.2	-2
FBtr0342852	-366
FBtr0342852.1	-366
FBtr0343254	-2
FBtr0343254.1	-2
FBtr0335493	-2
FBtr0335493.1	-2
FBtr0309975.2	-4
FBtr0309976.3	-4
FBtr0309975	-26
FBtr0309976	-26
FBtr0309976.2	-3
FBtr0309975.1	-26
FBtr0309976.1	-26
FBtr0347488.3	-2
FBtr0347488	-8
FBtr0347488.2	-2
FBtr0347488.1	-8
FBtr0335496.2	-6
FBtr0335496	-589
FBtr0335496.1	-589
FBtr0472915.5	-6
FBtr0472916.6	-6
FBtr0472917.6	-6
FBtr0472915	-8320
FBtr0472916	-8320
FBtr0472917	-8320
FBtr0472915.4	-120
FBtr0472916.5	-120
FBtr0472917.5	-120
FBtr0472915.3	-16
FBtr0472916.4	-16
FBtr0472917.4	-16
FBtr0472916.3	-14
FBtr0472917.3	-75
FBtr0472915.2	-80
FBtr0472916.2	-80
FBtr0472917.2	-80
FBtr0472915.1	-8320
FBtr0472916.1	-8320
FBtr0472917.1	-8320
FBtr0079906.5	-129
FBtr0330683.5	-129
FBtr0079906	-15544
FBtr0330683	-15544
FBtr0079906.4	-48
FBtr0330683.4	-48
FBtr0079906.3	-41
FBtr0330683.3	-41
FBtr0079906.2	-65
FBtr0330683.2	-65
FBtr0330683.1	-15544
FBtr0079906.1	-15544
FBtr0343746	-112
FBtr0343746.1	-112
FBtr0344476.2	-8
FBtr0344476	-187
FBtr0344476.1	-187
FBtr0343745	-107
FBtr0343745.1	-107
FBtr0346784	-7
FBtr0346784.1	-7
FBtr0345773	-5
FBtr0345773.1	-5
FBtr0342714	-4
FBtr0342714.1	-4
FBtr0336852	-115
FBtr0336852.1	-115
FBtr0342586	-90
FBtr0342586.1	-90
FBtr0342585.2	-6
FBtr0342585	-7
FBtr0342585.1	-7
FBtr0332028.3	-4
FBtr0332028	-101
FBtr0332028.2	-12
