FBtr0309810.1	990	736	800	0.808081	1.08696	0	3
FBtr0309810	2286	1406	1690	0.739283	1.20199	0	5
FBtr0309810.2	1240	670	890	0.717742	1.32836	0	5
FBtr0347585	951	728	770	0.809674	1.05769	0	4
FBtr0347585.1	951	728	770	0.809674	1.05769	0	4
FBtr0345732	244	244	280	1.14754	1.14754	0	3
FBtr0345732.1	244	244	280	1.14754	1.14754	0	3
FBtr0345733	207	207	287	1.38647	1.38647	0	3
FBtr0345733.1	207	207	287	1.38647	1.38647	0	3
FBtr0344053.2	2604	2604	30806	11.8303	11.8303	0	51
FBtr0344052	2798	2798	33468	11.9614	11.9614	0	51
FBtr0344052.1	2798	2798	33468	11.9614	11.9614	0	51
FBtr0344053	2798	2798	33468	11.9614	11.9614	0	51
FBtr0344053.1	82	82	844	10.2927	10.2927	3	17
FBtr0344032.1	236	236	820	3.47458	3.47458	2	5
FBtr0344032	1195	1195	4687	3.92218	3.92218	0	11
FBtr0344032.2	119	119	523	4.39496	4.39496	1	7
FBtr0344032.3	707	707	2567	3.63083	3.63083	0	11
FBtr0336836	727	727	647	0.889959	0.889959	0	2
FBtr0336836.1	727	727	647	0.889959	0.889959	0	2
FBtr0336837.1	73	73	0	0	0	0	0
FBtr0336837	558	343	585	1.04839	1.70554	0	4
FBtr0336837.2	429	214	553	1.28904	2.58411	0	4
FBtr0336984	400	400	405	1.0125	1.0125	0	2
FBtr0336984.1	400	400	405	1.0125	1.0125	0	2
FBtr0336985	1190	1190	5882	4.94286	4.94286	0	11
FBtr0336985.1	1190	1190	5882	4.94286	4.94286	0	11
FBtr0336986	552	552	652	1.18116	1.18116	0	3
FBtr0336986.1	552	552	652	1.18116	1.18116	0	3
FBtr0336987	904	904	4732	5.23451	5.23451	0	20
FBtr0336987.1	904	904	4732	5.23451	5.23451	0	20
FBtr0336988.1	395	395	176	0.44557	0.44557	0	2
FBtr0336988	801	801	774	0.966292	0.966292	0	3
FBtr0336988.2	359	359	504	1.4039	1.4039	0	3
FBtr0347594	449	449	757	1.68597	1.68597	0	3
FBtr0347594.1	449	449	757	1.68597	1.68597	0	3
FBtr0347595.1	280	280	870	3.10714	3.10714	2	5
FBtr0347595	1910	1650	2617	1.37016	1.58606	0	5
FBtr0347595.2	1540	1280	1683	1.09286	1.31484	0	3
FBtr0329830.2	306	306	176	0.575163	0.575163	0	1
FBtr0329830	812	812	822	1.01232	1.01232	0	4
FBtr0344144	812	812	822	1.01232	1.01232	0	4
FBtr0344144.1	812	812	822	1.01232	1.01232	0	4
FBtr0329830.1	352	352	392	1.11364	1.11364	0	4
FBtr0345774	1229	1229	2574	2.09439	2.09439	0	4
FBtr0345774.1	1229	1229	2574	2.09439	2.09439	0	4
FBtr0345775	846	846	6344	7.49882	7.49882	0	40
FBtr0345775.1	846	846	6344	7.49882	7.49882	0	40
FBtr0329831	452	452	754	1.66814	1.66814	0	3
FBtr0329831.1	452	452	754	1.66814	1.66814	0	3
FBtr0329833	566	566	848	1.49823	1.49823	0	4
FBtr0329833.1	566	566	848	1.49823	1.49823	0	4
FBtr0347589	1815	1815	26005	14.3278	14.3278	0	115
FBtr0347589.1	1815	1815	26005	14.3278	14.3278	0	115
FBtr0347590	771	771	6132	7.95331	7.95331	0	19
FBtr0347590.1	771	771	6132	7.95331	7.95331	0	19
FBtr0347591	1364	1364	5569	4.08284	4.08284	0	13
FBtr0347591.1	1364	1364	5569	4.08284	4.08284	0	13
FBtr0347397.1	532	254	356	0.669173	1.40157	0	3
FBtr0347397	737	459	555	0.753053	1.20915	0	3
FBtr0445834.1	432	154	174	0.402778	1.12987	0	2
FBtr0445834	637	359	373	0.585557	1.039	0	3
FBtr0347397.2	138	138	141	1.02174	1.02174	0	3
FBtr0445834.2	138	138	141	1.02174	1.02174	0	3
FBtr0343219	499	257	274	0.549098	1.06615	0	2
FBtr0343219.1	499	257	274	0.549098	1.06615	0	2
FBtr0310101	795	340	330	0.415094	0.970588	0	2
FBtr0310101.1	795	340	330	0.415094	0.970588	0	2
FBtr0343248	559	400	730	1.3059	1.825	0	4
FBtr0343248.1	559	400	730	1.3059	1.825	0	4
FBtr0343250	424	389	400	0.943396	1.02828	0	3
FBtr0343250.1	424	389	400	0.943396	1.02828	0	3
FBtr0345777	324	324	538	1.66049	1.66049	0	4
FBtr0345777.1	324	324	538	1.66049	1.66049	0	4
FBtr0344054.1	100	100	146	1.46	1.46	0	3
FBtr0344054	4740	4058	4288	0.904641	1.05668	0	4
FBtr0344054.2	449	449	179	0.398664	0.398664	0	1
FBtr0347592.2	2031	1688	1780	0.876416	1.0545	0	3
FBtr0347592	2849	1960	2180	0.765181	1.11224	0	3
FBtr0347592.1	753	207	271	0.359894	1.30918	0	3
FBtr0342660	580	239	240	0.413793	1.00418	0	2
FBtr0342660.1	580	239	240	0.413793	1.00418	0	2
FBtr0345453	468	90	170	0.363248	1.88889	0	2
FBtr0345453.1	468	90	170	0.363248	1.88889	0	2
FBtr0334793	462	462	21318	46.1429	46.1429	5	139
FBtr0334793.1	462	462	21318	46.1429	46.1429	5	139
FBtr0445831	2677	2301	3293	1.23011	1.43112	0	5
FBtr0445831.1	2677	2301	3293	1.23011	1.43112	0	5
FBtr0345739	598	598	527	0.881271	0.881271	0	2
FBtr0345739.1	598	598	527	0.881271	0.881271	0	2
FBtr0345455	319	114	207	0.648903	1.81579	0	3
FBtr0345455.1	319	114	207	0.648903	1.81579	0	3
FBtr0334798	325	325	265	0.815385	0.815385	0	2
FBtr0334798.1	325	325	265	0.815385	0.815385	0	2
FBtr0343253.3	1298	1083	1160	0.893683	1.0711	0	4
FBtr0445830.3	1551	1336	1320	0.851064	0.988024	0	4
FBtr0343253	3494	2493	2540	0.726961	1.01885	0	4
FBtr0445830	3494	2493	2540	0.726961	1.01885	0	4
FBtr0343253.2	895	810	900	1.00559	1.11111	0	4
FBtr0445830.2	540	455	660	1.22222	1.45055	0	4
FBtr0343253.1	431	128	80	0.185615	0.625	0	1
FBtr0445830.1	431	128	80	0.185615	0.625	0	1
FBtr0479958.1	2171	1008	1130	0.520497	1.12103	0	3
FBtr0479958	9079	4648	4980	0.548519	1.07143	0	5
FBtr0479958.2	1561	686	466	0.298527	0.6793	0	3
FBtr0479958.3	4154	2339	2819	0.678623	1.20522	0	5
FBtr0346497	348	348	7831	22.5029	22.5029	5	77
FBtr0346497.1	348	348	7831	22.5029	22.5029	5	77
FBtr0331290	780	780	17254	22.1205	22.1205	2	48
FBtr0331290.1	780	780	17254	22.1205	22.1205	2	48
FBtr0345742	645	645	843	1.30698	1.30698	0	4
FBtr0345742.1	645	645	843	1.30698	1.30698	0	4
FBtr0306546.2	531	261	330	0.621469	1.26437	0	2
FBtr0306546	932	662	730	0.783262	1.10272	0	3
FBtr0306546.1	301	301	339	1.12625	1.12625	0	3
FBtr0344105	340	340	212	0.623529	0.623529	0	1
FBtr0344105.1	340	340	212	0.623529	0.623529	0	1
FBtr0344104	367	198	318	0.866485	1.60606	0	3
FBtr0344104.1	367	198	318	0.866485	1.60606	0	3
FBtr0343843	1244	1034	1472	1.18328	1.4236	0	5
FBtr0343843.1	1244	1034	1472	1.18328	1.4236	0	5
FBtr0343840	1586	1586	1816	1.14502	1.14502	0	4
FBtr0343840.1	1586	1586	1816	1.14502	1.14502	0	4
FBtr0334819.1	225	171	211	0.937778	1.23392	0	2
