FBtr0309810.1	1	490.322	445	562
FBtr0309810	1	337.694	16	578
FBtr0309810.2	1	229.102	16	578
FBtr0347585	1	232.264	52	361
FBtr0347585.1	1	232.264	52	361
FBtr0345732	1	140.885	95	237
FBtr0345732.1	1	140.885	95	237
FBtr0345733	1	362.14	314	403
FBtr0345733.1	1	362.14	314	403
FBtr0344053.2	1	310.358	1	850
FBtr0344052	1	313.122	1	850
FBtr0344052.1	1	313.122	1	850
FBtr0344053	1	313.122	1	850
FBtr0344053.1	1	233.159	226	242
FBtr0344032.1	1	11.5169	8	14
FBtr0344032	1	17.2753	10	35
FBtr0344032.2	1	18.7311	16	20
FBtr0344032.3	1	12.0495	10	16
FBtr0336836	1	75.8858	38	122
FBtr0336836.1	1	75.8858	38	122
FBtr0336837.1	1	115.493	99	134
FBtr0336837	1	133.412	55	179
FBtr0336837.2	1	127.382	55	164
FBtr0336984	1	54.27	29	68
FBtr0336984.1	1	54.27	29	68
FBtr0336985	1	404.558	134	688
FBtr0336985.1	1	404.558	134	688
FBtr0336986	1	14.6594	10	22
FBtr0336986.1	1	14.6594	10	22
FBtr0336987	1	492.282	203	646
FBtr0336987.1	1	492.282	203	646
FBtr0336988.1	0.759494	7.28	1	14
FBtr0336988	0.881398	7.32011	1	14
FBtr0336988.2	1	5.32312	3	10
FBtr0347594	1	33.9065	17	38
FBtr0347594.1	1	33.9065	17	38
FBtr0347595.1	1	537.639	484	556
FBtr0347595	1	221.894	1	849
FBtr0347595.2	1	124.305	1	849
FBtr0329830.2	1	25.3922	18	36
FBtr0329830	1	39.069	18	101
FBtr0344144	1	39.069	18	101
FBtr0344144.1	1	39.069	18	101
FBtr0329830.1	1	52.6193	19	101
FBtr0345774	1	194.656	51	292
FBtr0345774.1	1	194.656	51	292
FBtr0345775	1	232.35	84	346
FBtr0345775.1	1	232.35	84	346
FBtr0329831	1	60.7257	58	74
FBtr0329831.1	1	60.7257	58	74
FBtr0329833	1	149.984	12	189
FBtr0329833.1	1	149.984	12	189
FBtr0347589	1	232.908	43	827
FBtr0347589.1	1	232.908	43	827
FBtr0347590	1	157.449	42	254
FBtr0347590.1	1	157.449	42	254
FBtr0347591	1	109.001	12	191
FBtr0347591.1	1	109.001	12	191
FBtr0347397.1	1	57.1353	38	78
FBtr0347397	1	49.559	22	78
FBtr0445834.1	1	52.9954	38	74
FBtr0445834	1	45.562	22	74
FBtr0347397.2	1	22.3986	22	23
FBtr0445834.2	1	22.3986	22	23
FBtr0343219	1	115.802	21	266
FBtr0343219.1	1	115.802	21	266
FBtr0310101	1	33.7585	14	61
FBtr0310101.1	1	33.7585	14	61
FBtr0343248	1	160.537	73	199
FBtr0343248.1	1	160.537	73	199
FBtr0343250	1	111.67	45	144
FBtr0343250.1	1	111.67	45	144
FBtr0345777	1	70.7932	23	105
FBtr0345777.1	1	70.7932	23	105
FBtr0344054.1	1	7.2	5	10
FBtr0344054	1	87.1021	1	639
FBtr0344054.2	1	412.114	299	503
FBtr0347592.2	0.994092	63.8306	1	159
FBtr0347592	0.995788	67.0968	1	159
FBtr0347592.1	1	57.9004	39	103
FBtr0342660	1	97.4241	41	138
FBtr0342660.1	1	97.4241	41	138
FBtr0345453	1	9.92949	6	15
FBtr0345453.1	1	9.92949	6	15
FBtr0334793	1	738.569	308	881
FBtr0334793.1	1	738.569	308	881
FBtr0445831	0.86328	113.271	1	454
FBtr0445831.1	0.86328	113.271	1	454
FBtr0345739	1	56.0351	1	197
FBtr0345739.1	1	56.0351	1	197
FBtr0345455	1	75.3824	47	121
FBtr0345455.1	1	75.3824	47	121
FBtr0334798	0.843077	3.23358	1	5
FBtr0334798.1	0.843077	3.23358	1	5
FBtr0343253.3	0.994607	27.1459	1	61
FBtr0445830.3	0.973565	23.5009	1	61
FBtr0343253	0.889525	15.4915	1	71
FBtr0445830	0.889525	15.4915	1	71
FBtr0343253.2	0.850279	10.3377	1	16
FBtr0445830.2	0.881481	12.5441	1	16
FBtr0343253.1	1	2.31323	1	4
FBtr0445830.1	1	2.31323	1	4
FBtr0479958.1	1	30.9333	2	155
FBtr0479958	0.974116	44.4755	1	155
FBtr0479958.2	1	78.1684	2	155
FBtr0479958.3	0.955224	32.8304	1	103
FBtr0346497	1	802.977	707	840
FBtr0346497.1	1	802.977	707	840
FBtr0331290	1	315.532	55	531
FBtr0331290.1	1	315.532	55	531
FBtr0345742	1	84.8248	3	245
FBtr0345742.1	1	84.8248	3	245
FBtr0306546.2	1	209.055	53	312
FBtr0306546	1	253.138	53	364
FBtr0306546.1	1	279.515	224	364
FBtr0344105	1	26.5412	12	46
FBtr0344105.1	1	26.5412	12	46
FBtr0344104	1	122.619	75	136
FBtr0344104.1	1	122.619	75	136
FBtr0343843	0.790997	16.9118	1	64
FBtr0343843.1	0.790997	16.9118	1	64
FBtr0343840	0.981715	21.2648	1	38
FBtr0343840.1	0.981715	21.2648	1	38
FBtr0334819.1	1	3.64444	2	5
FBtr0334819	1	151.418	2	606
FBtr0334819.2	1	14.9641	7	18
FBtr0334819.3	1	72.7669	6	112
FBtr0342645.2	1	78.983	2	187
FBtr0342645	0.999188	80.9586	1	395
FBtr0342646.2	1	101.948	65	174
FBtr0342646	1	75.7183	1	369
FBtr0342646.1	1	72.5006	1	369
FBtr0342645.1	0.998997	76.4768	1	395
FBtr0346473	1	41.3664	39	43
FBtr0346473.1	1	41.3664	39	43
FBtr0344040.1	1	82.2465	39	107
FBtr0344040	1	51.5271	23	107
FBtr0344040.2	1	30.6483	23	48
FBtr0334828	1	45.464	24	89
FBtr0334828.1	1	45.464	24	89
FBtr0334827.2	1	2.82213	1	4
FBtr0334827	1	2.54533	1	4
FBtr0334827.1	1	2.35426	1	4
FBtr0334825	1	5.61905	2	12
FBtr0334825.1	1	5.61905	2	12
FBtr0304139.1	1	266.839	219	292
FBtr0304139	1	190.112	4	307
FBtr0304139.2	1	72.8299	8	178
FBtr0309284.1	1	17.0986	3	29
FBtr0309284	0.930892	7.16819	1	30
FBtr0309284.2	0.939774	10.0347	2	17
FBtr0309284.3	1	7.94555	2	12
FBtr0309284.4	1	1.44586	1	2
FBtr0309284.5	1	4.8167	3	6
FBtr0346492	1	19.8735	10	32
FBtr0346492.1	1	19.8735	10	32
FBtr0345564	1	216.059	36	565
FBtr0345564.1	1	216.059	36	565
FBtr0343304	1	5.88013	3	9
FBtr0343304.1	1	5.88013	3	9
FBtr0334780.1	0.998843	14.5933	1	32
FBtr0334780	1	48.0625	1	256
FBtr0334780.2	1	93.0493	33	212
FBtr0334810.1	0.970951	140.232	1	281
FBtr0334810	0.981324	103.801	1	281
FBtr0334810.2	1	42.449	3	80
FBtr0334812	0.97992	39.1588	1	94
FBtr0334812.1	0.97992	39.1588	1	94
FBtr0345556.2	1	140.054	61	375
FBtr0345556	1	212.982	61	377
FBtr0345556.1	1	254.635	149	314
FBtr0334811	0.988909	24.4646	1	42
FBtr0334811.1	0.988909	24.4646	1	42
FBtr0335164.2	1	645.747	597	754
FBtr0335164	1	725.71	597	901
FBtr0335164.1	1	491.05	452	511
FBtr0335158	1	596.417	393	781
FBtr0335158.1	1	596.417	393	781
FBtr0304029.1	1	1.27925	1	2
FBtr0309033.1	1	1.27925	1	2
FBtr0335160.1	1	1.27925	1	2
FBtr0304029	1	1.60714	1	2
FBtr0309033	1	2.23722	1	4
FBtr0335160	1	7.01545	1	46
FBtr0304029.2	1	1.92157	1	2
FBtr0335160.2	1	7.70373	1	46
FBtr0309033.2	1	2.71233	1	4
FBtr0343233	1	21.459	12	40
FBtr0343233.1	1	21.459	12	40
FBtr0343232	1	2.25075	1	3
FBtr0343232.1	1	2.25075	1	3
FBtr0330690.2	1	15.6863	1	42
FBtr0330690	0.957956	32.708	1	303
FBtr0330689.2	1	11.9451	1	16
FBtr0330689	0.914669	37.4439	1	303
FBtr0330688.2	0.959436	25.1792	1	229
FBtr0330688	0.971196	74.078	1	303
FBtr0330688.1	1	232.659	213	248
FBtr0330689.1	1	232.659	213	248
FBtr0330690.1	1	232.659	213	248
FBtr0335161.2	0.758454	3.81953	1	6
FBtr0335161	0.78368	3.08237	1	18
FBtr0330687.2	0.817006	3.98869	1	6
FBtr0330687	0.788351	2.99504	1	18
FBtr0335161.1	0.996071	2.15779	1	4
FBtr0330687.1	1	1.35443	1	2
FBtr0344047.2	1	84.9083	48	144
FBtr0344047	1	103.877	47	303
FBtr0344047.1	1	150.246	60	303
FBtr0343862	1	88.3125	17	243
FBtr0343862.1	1	88.3125	17	243
FBtr0345551	1	56.3669	1	149
FBtr0345551.1	1	56.3669	1	149
FBtr0342650	1	5.21404	3	7
FBtr0342650.1	1	5.21404	3	7
FBtr0347298.1	1	4.16368	3	6
FBtr0347298	0.948202	10.2666	1	34
FBtr0347298.2	0.979609	12.2076	1	34
FBtr0335168	1	6.33275	1	9
FBtr0335168.1	1	6.33275	1	9
FBtr0335165	0.823529	15.3	1	28
FBtr0335165.1	0.823529	15.3	1	28
FBtr0343235.2	1	13.6627	1	27
FBtr0343235	0.948923	15.2887	1	27
FBtr0343235.1	1	20.5333	2	27
FBtr0343234	0.914369	12.4286	1	30
FBtr0343234.1	0.914369	12.4286	1	30
FBtr0346486	1	6.85577	1	16
FBtr0346486.1	1	6.85577	1	16
FBtr0452193	1	7.43578	1	15
FBtr0452193.1	1	7.43578	1	15
FBtr0452192	0.984392	8.16308	1	14
FBtr0452192.1	0.984392	8.16308	1	14
FBtr0332511	1	3.28968	2	4
FBtr0332511.1	1	3.28968	2	4
FBtr0343107	1	87.8354	75	94
FBtr0343107.1	1	87.8354	75	94
FBtr0332217	1	15.9	6	21
FBtr0332217.1	1	15.9	6	21
FBtr0345736.2	1	239.256	158	279
FBtr0345736	1	275.825	158	314
FBtr0345736.1	1	308.455	301	314
FBtr0335483	1	477.638	164	594
FBtr0335483.1	1	477.638	164	594
FBtr0345729	1	510.66	362	585
FBtr0345729.1	1	510.66	362	585
FBtr0345731	1	94.7411	82	110
FBtr0345731.1	1	94.7411	82	110
FBtr0345730	1	43.573	21	62
FBtr0345730.1	1	43.573	21	62
FBtr0346487	1	26.0666	1	172
FBtr0346487.1	1	26.0666	1	172
FBtr0340586	1	26.5185	5	38
FBtr0340586.1	1	26.5185	5	38
FBtr0340588	1	20.0818	2	29
FBtr0340588.1	1	20.0818	2	29
FBtr0345567	1	7.96875	2	15
FBtr0345567.1	1	7.96875	2	15
FBtr0343236	1	16.0567	14	19
FBtr0343236.1	1	16.0567	14	19
FBtr0343240	1	120.83	2	320
FBtr0343240.1	1	120.83	2	320
FBtr0345781	1	136.579	53	299
FBtr0345781.1	1	136.579	53	299
FBtr0345782.1	1	265.514	129	334
FBtr0345782	1	280.906	129	520
