FBtr0309810.1	0.942424	10.1003	1	193
FBtr0309810	0.951006	10.4262	1	193
FBtr0309810.2	0.949194	10.5383	1	127
FBtr0347585	0.963197	13.9601	1	146
FBtr0347585.1	0.963197	13.9601	1	146
FBtr0345732	0.991803	20.4895	1	160
FBtr0345732.1	0.991803	20.4895	1	160
FBtr0345733	0.966184	8.98112	1	81
FBtr0345733.1	0.966184	8.98112	1	81
FBtr0344053.2	0.981567	15.5391	1	251
FBtr0344052	0.980343	15.3493	1	251
FBtr0344052.1	0.980343	15.3493	1	251
FBtr0344053	0.980343	15.3493	1	251
FBtr0344053.1	0.95122	5.78429	1	25
FBtr0344032.1	0.95339	22.241	1	153
FBtr0344032	0.957322	12.5453	1	153
FBtr0344032.2	0.941176	9.32914	1	77
FBtr0344032.3	0.957567	9.96155	1	87
FBtr0336836	0.9326	13.7797	1	320
FBtr0336836.1	0.9326	13.7797	1	320
FBtr0336837.1	0.972603	27.1127	1	199
FBtr0336837	0.962366	14.5793	1	199
FBtr0336837.2	0.962704	12.6111	1	114
FBtr0336984	0.915	12.8465	1	134
FBtr0336984.1	0.915	12.8465	1	134
FBtr0336985	0.954622	9.88688	1	108
FBtr0336985.1	0.954622	9.88688	1	108
FBtr0336986	0.949275	15.8831	1	242
FBtr0336986.1	0.949275	15.8831	1	242
FBtr0336987	0.949115	12.7223	1	168
FBtr0336987.1	0.949115	12.7223	1	168
FBtr0336988.1	0.903797	9.39282	1	85
FBtr0336988	0.931336	11.4605	1	135
FBtr0336988.2	0.966574	14.1911	1	135
FBtr0347594	0.917595	8.18632	1	237
FBtr0347594.1	0.917595	8.18632	1	237
FBtr0347595.1	0.907143	5.99523	1	27
FBtr0347595	0.919372	9.53597	1	132
FBtr0347595.2	0.922078	10.0838	1	132
FBtr0329830.2	0.888889	12.9735	1	124
FBtr0329830	0.917488	10.7319	1	124
FBtr0344144	0.917488	10.7319	1	124
FBtr0344144.1	0.917488	10.7319	1	124
FBtr0329830.1	0.920455	10.827	1	102
FBtr0345774	0.938161	13.6016	1	135
FBtr0345774.1	0.938161	13.6016	1	135
FBtr0345775	0.934988	12.0197	1	203
FBtr0345775.1	0.934988	12.0197	1	203
FBtr0329831	0.946903	7.33898	1	86
FBtr0329831.1	0.946903	7.33898	1	86
FBtr0329833	0.899293	11.7065	1	117
FBtr0329833.1	0.899293	11.7065	1	117
FBtr0347589	0.944904	14.3375	1	177
FBtr0347589.1	0.944904	14.3375	1	177
FBtr0347590	0.957198	12.4812	1	177
FBtr0347590.1	0.957198	12.4812	1	177
FBtr0347591	0.932551	11.7666	1	139
FBtr0347591.1	0.932551	11.7666	1	139
FBtr0347397.1	0.971805	13.2268	1	113
FBtr0347397	0.971506	13.5051	1	113
FBtr0445834.1	0.981481	15.0961	1	113
FBtr0445834	0.978022	14.8176	1	113
FBtr0347397.2	0.963768	12.3972	1	42
FBtr0445834.2	0.963768	12.3972	1	42
FBtr0343219	0.933868	9.34143	1	215
FBtr0343219.1	0.933868	9.34143	1	215
FBtr0310101	0.87044	12.8263	1	159
FBtr0310101.1	0.87044	12.8263	1	159
FBtr0343248	0.876565	14.8321	1	170
FBtr0343248.1	0.876565	14.8321	1	170
FBtr0343250	0.959906	12.6348	1	146
FBtr0343250.1	0.959906	12.6348	1	146
FBtr0345777	0.944444	9.96136	1	72
FBtr0345777.1	0.944444	9.96136	1	72
FBtr0344054.1	0.99	17.9706	1	74
FBtr0344054	0.943882	13.9799	1	198
FBtr0344054.2	0.846325	9.00552	1	100
FBtr0347592.2	0.919744	10.9075	1	187
FBtr0347592	0.928747	10.916	1	187
FBtr0347592.1	0.949535	11.5101	1	144
FBtr0342660	0.922414	14.6803	1	155
FBtr0342660.1	0.922414	14.6803	1	155
FBtr0345453	0.972222	14.0685	1	123
FBtr0345453.1	0.972222	14.0685	1	123
FBtr0334793	0.906926	8.56422	1	114
FBtr0334793.1	0.906926	8.56422	1	114
FBtr0445831	0.906238	10.8917	1	175
FBtr0445831.1	0.906238	10.8917	1	175
FBtr0345739	0.91806	13.4264	1	148
FBtr0345739.1	0.91806	13.4264	1	148
FBtr0345455	0.949843	11.1067	1	164
FBtr0345455.1	0.949843	11.1067	1	164
FBtr0334798	0.815385	8.28426	1	73
FBtr0334798.1	0.815385	8.28426	1	73
FBtr0343253.3	0.929122	9.62407	1	122
FBtr0445830.3	0.931657	9.72862	1	122
FBtr0343253	0.923011	9.78725	1	237
FBtr0445830	0.923011	9.78725	1	237
FBtr0343253.2	0.913966	8.13509	1	102
FBtr0445830.2	0.875926	7.85503	1	102
FBtr0343253.1	0.890951	19.1792	1	237
FBtr0445830.1	0.890951	19.1792	1	237
FBtr0479958.1	0.921695	11.9457	1	187
FBtr0479958	0.935125	13.6376	1	224
FBtr0479958.2	0.936579	14.0644	1	169
FBtr0479958.3	0.936688	14.7781	1	185
FBtr0346497	0.962644	6.29377	1	48
FBtr0346497.1	0.962644	6.29377	1	48
FBtr0331290	0.889744	11.4323	1	258
FBtr0331290.1	0.889744	11.4323	1	258
FBtr0345742	0.911628	13.5163	1	159
FBtr0345742.1	0.911628	13.5163	1	159
FBtr0306546.2	0.922787	9.17251	1	98
FBtr0306546	0.932403	12.16	1	153
FBtr0306546.1	0.943522	17.4222	1	153
FBtr0344105	0.958824	12.1924	1	140
FBtr0344105.1	0.958824	12.1924	1	140
FBtr0344104	0.844687	6.90024	1	205
FBtr0344104.1	0.844687	6.90024	1	205
FBtr0343843	0.976688	22.1652	1	186
FBtr0343843.1	0.976688	22.1652	1	186
FBtr0343840	0.872636	6.07596	1	123
FBtr0343840.1	0.872636	6.07596	1	123
FBtr0334819.1	0.973333	14.6377	1	176
FBtr0334819	0.934815	12.6317	1	206
FBtr0334819.2	0.862745	4.3184	1	16
FBtr0334819.3	0.949606	11.8169	1	137
FBtr0342645.2	0.942279	12.581	1	173
FBtr0342645	0.938253	12.5467	1	261
FBtr0342646.2	0.914132	8.86533	1	119
FBtr0342646	0.939267	13.3975	1	233
FBtr0342646.1	0.943588	14.2557	1	233
FBtr0342645.1	0.93564	11.9437	1	261
FBtr0346473	0.974138	5.99425	1	148
FBtr0346473.1	0.974138	5.99425	1	148
FBtr0344040.1	0.899306	9.82104	1	117
FBtr0344040	0.889029	11.666	1	117
FBtr0344040.2	0.878161	11.971	1	101
FBtr0334828	0.975186	13.9356	1	90
FBtr0334828.1	0.975186	13.9356	1	90
FBtr0334827.2	0.969631	17.5015	1	129
FBtr0334827	0.929635	14.4759	1	247
FBtr0334827.1	0.852018	6.58053	1	35
FBtr0334825	0.943834	8.15105	1	119
FBtr0334825.1	0.943834	8.15105	1	119
FBtr0304139.1	0.920918	7.16128	1	83
FBtr0304139	0.921107	10.406	1	186
FBtr0304139.2	0.917515	10.9947	1	161
FBtr0309284.1	0.911565	13.1723	1	115
FBtr0309284	0.941723	13.3724	1	249
FBtr0309284.2	0.912171	10.7127	1	171
FBtr0309284.3	0.91833	12.8902	1	120
FBtr0309284.4	0.952229	9.1403	1	85
FBtr0309284.5	0.953157	16.1551	1	249
FBtr0346492	0.959854	7.08705	1	84
FBtr0346492.1	0.959854	7.08705	1	84
FBtr0345564	0.978035	11.3818	1	167
FBtr0345564.1	0.978035	11.3818	1	167
FBtr0343304	0.962145	10.7711	1	103
FBtr0343304.1	0.962145	10.7711	1	103
FBtr0334780.1	0.938657	9.43132	1	105
FBtr0334780	0.94518	12.176	1	172
FBtr0334780.2	0.978873	27.8221	1	172
FBtr0334810.1	0.924296	10.6765	1	251
FBtr0334810	0.91313	10.9225	1	251
FBtr0334810.2	0.890556	11.5286	1	189
FBtr0334812	0.910643	8.1785	1	117
FBtr0334812.1	0.910643	8.1785	1	117
FBtr0345556.2	0.900935	6.89775	1	104
FBtr0345556	0.926209	9.40838	1	104
FBtr0345556.1	1	4.67628	1	59
FBtr0334811	0.906654	9.19625	1	110
FBtr0334811.1	0.906654	9.19625	1	110
FBtr0335164.2	0.958409	5.59163	1	226
FBtr0335164	0.961268	7.74887	1	226
FBtr0335164.1	0.975104	6.36613	1	26
FBtr0335158	0.934911	10.083	1	134
FBtr0335158.1	0.934911	10.083	1	134
FBtr0304029.1	0.943396	12.341	1	81
FBtr0309033.1	0.943396	12.341	1	81
FBtr0335160.1	0.943396	12.341	1	81
FBtr0304029	0.91369	14.5615	1	158
FBtr0309033	0.920245	14.7333	1	158
FBtr0335160	0.940111	14.043	1	202
FBtr0304029.2	0.896359	15.769	1	158
FBtr0335160.2	0.941272	14.4258	1	202
FBtr0309033.2	0.916286	15.4955	1	158
FBtr0343233	0.948087	10.3194	1	155
FBtr0343233.1	0.948087	10.3194	1	155
FBtr0343232	0.925373	18.2654	1	131
FBtr0343232.1	0.925373	18.2654	1	131
FBtr0330690.2	0.960237	15.6995	1	197
FBtr0330690	0.956289	16.361	1	222
FBtr0330689.2	0.989451	14.2014	1	135
FBtr0330689	0.972083	18.1306	1	222
FBtr0330688.2	0.970899	17.7934	1	217
FBtr0330688	0.971196	16.4323	1	222
FBtr0330688.1	1	7.89452	1	146
FBtr0330689.1	1	7.89452	1	146
FBtr0330690.1	1	7.89452	1	146
FBtr0335161.2	0.951691	14.5297	1	126
FBtr0335161	0.950731	13.327	1	126
FBtr0330687.2	0.944547	13.6054	1	126
FBtr0330687	0.956522	13.6585	1	126
FBtr0335161.1	0.972495	12.4643	1	102
FBtr0330687.1	0.953586	7.89502	1	97
FBtr0344047.2	0.934911	7.67534	1	67
FBtr0344047	0.933121	6.99467	1	67
FBtr0344047.1	0.92891	6.1073	1	31
FBtr0343862	0.93149	13.0083	1	170
FBtr0343862.1	0.93149	13.0083	1	170
FBtr0345551	0.942322	20.1626	1	193
FBtr0345551.1	0.942322	20.1626	1	193
FBtr0342650	0.978947	6.63613	1	63
FBtr0342650.1	0.978947	6.63613	1	63
FBtr0347298.1	0.882353	9.87433	1	158
FBtr0347298	0.912249	13.2856	1	159
FBtr0347298.2	0.923534	14.1809	1	159
FBtr0335168	0.921191	21.611	1	199
FBtr0335168.1	0.921191	21.611	1	199
FBtr0335165	0.952941	9.33104	1	117
FBtr0335165.1	0.952941	9.33104	1	117
FBtr0343235.2	0.919679	15.9531	1	165
FBtr0343235	0.932163	14.8031	1	229
FBtr0343235.1	0.936232	6.30741	1	36
FBtr0343234	0.949202	12.7562	1	121
FBtr0343234.1	0.949202	12.7562	1	121
FBtr0346486	0.946661	12.2866	1	180
FBtr0346486.1	0.946661	12.2866	1	180
FBtr0452193	0.944954	14.3047	1	215
FBtr0452193.1	0.944954	14.3047	1	215
FBtr0452192	0.923077	14.6308	1	162
FBtr0452192.1	0.923077	14.6308	1	162
FBtr0332511	0.944444	8.45615	1	62
FBtr0332511.1	0.944444	8.45615	1	62
FBtr0343107	0.890295	9.71391	1	81
FBtr0343107.1	0.890295	9.71391	1	81
FBtr0332217	0.95102	25.5645	1	185
FBtr0332217.1	0.95102	25.5645	1	185
FBtr0345736.2	0.968	5.16857	1	94
FBtr0345736	0.955479	7.92148	1	99
FBtr0345736.1	0.948052	4.56438	1	47
