FBtr0309810.1	990	990	120	0.121212	0.121212	0	1
FBtr0309810	2286	2286	480	0.209974	0.209974	0	1
FBtr0309810.2	1240	1240	360	0.290323	0.290323	0	1
FBtr0347585	951	951	480	0.504732	0.504732	0	2
FBtr0347585.1	951	951	480	0.504732	0.504732	0	2
FBtr0345732	244	83	83	0.340164	1	0	1
FBtr0345732.1	244	83	83	0.340164	1	0	1
FBtr0345733	207	207	538	2.59903	2.59903	0	4
FBtr0345733.1	207	207	538	2.59903	2.59903	0	4
FBtr0344053.2	2604	2604	29638	11.3817	11.3817	0	67
FBtr0344052	2798	2798	40522	14.4825	14.4825	0	75
FBtr0344052.1	2798	2798	40522	14.4825	14.4825	0	75
FBtr0344053	2798	2798	40522	14.4825	14.4825	0	75
FBtr0344053.1	82	82	3382	41.2439	41.2439	16	62
FBtr0344032.1	236	236	113	0.478814	0.478814	0	1
FBtr0344032	1195	1195	2033	1.70126	1.70126	0	5
FBtr0344032.2	119	119	286	2.40336	2.40336	0	4
FBtr0344032.3	707	707	1410	1.99434	1.99434	0	5
FBtr0336836	727	727	240	0.330124	0.330124	0	1
FBtr0336836.1	727	727	240	0.330124	0.330124	0	1
FBtr0336837.1	73	73	0	0	0	0	0
FBtr0336837	558	558	0	0	0	0	0
FBtr0336837.2	429	429	0	0	0	0	0
FBtr0336984	400	145	120	0.3	0.827586	0	1
FBtr0336984.1	400	145	120	0.3	0.827586	0	1
FBtr0336985	1190	1190	480	0.403361	0.403361	0	2
FBtr0336985.1	1190	1190	480	0.403361	0.403361	0	2
FBtr0336986	552	552	120	0.217391	0.217391	0	1
FBtr0336986.1	552	552	120	0.217391	0.217391	0	1
FBtr0336987	904	904	5904	6.53097	6.53097	0	30
FBtr0336987.1	904	904	5904	6.53097	6.53097	0	30
FBtr0336988.1	395	395	341	0.863291	0.863291	0	2
FBtr0336988	801	801	480	0.599251	0.599251	0	2
FBtr0336988.2	359	359	120	0.334262	0.334262	0	1
FBtr0347594	449	449	0	0	0	0	0
FBtr0347594.1	449	449	0	0	0	0	0
FBtr0347595.1	280	280	632	2.25714	2.25714	0	4
FBtr0347595	1910	1910	1846	0.966492	0.966492	0	4
FBtr0347595.2	1540	1540	1032	0.67013	0.67013	0	3
FBtr0329830.2	306	306	0	0	0	0	0
FBtr0329830	812	812	0	0	0	0	0
FBtr0344144	812	812	0	0	0	0	0
FBtr0344144.1	812	812	0	0	0	0	0
FBtr0329830.1	352	352	0	0	0	0	0
FBtr0345774	1229	1229	1234	1.00407	1.00407	0	3
FBtr0345774.1	1229	1229	1234	1.00407	1.00407	0	3
FBtr0345775	846	846	19448	22.9882	22.9882	0	62
FBtr0345775.1	846	846	19448	22.9882	22.9882	0	62
FBtr0329831	452	452	120	0.265487	0.265487	0	1
FBtr0329831.1	452	452	120	0.265487	0.265487	0	1
FBtr0329833	566	566	0	0	0	0	0
FBtr0329833.1	566	566	0	0	0	0	0
FBtr0347589	1815	1815	41500	22.865	22.865	3	59
FBtr0347589.1	1815	1815	41500	22.865	22.865	3	59
FBtr0347590	771	771	11362	14.7367	14.7367	4	23
FBtr0347590.1	771	771	11362	14.7367	14.7367	4	23
FBtr0347591	1364	1364	360	0.26393	0.26393	0	2
FBtr0347591.1	1364	1364	360	0.26393	0.26393	0	2
FBtr0347397.1	532	532	120	0.225564	0.225564	0	1
FBtr0347397	737	737	120	0.162822	0.162822	0	1
FBtr0445834.1	432	432	120	0.277778	0.277778	0	1
FBtr0445834	637	637	120	0.188383	0.188383	0	1
FBtr0347397.2	138	138	0	0	0	0	0
FBtr0445834.2	138	138	0	0	0	0	0
FBtr0343219	499	499	240	0.480962	0.480962	0	2
FBtr0343219.1	499	499	240	0.480962	0.480962	0	2
FBtr0310101	795	795	120	0.150943	0.150943	0	1
FBtr0310101.1	795	795	120	0.150943	0.150943	0	1
FBtr0343248	559	559	77	0.137746	0.137746	0	1
FBtr0343248.1	559	559	77	0.137746	0.137746	0	1
FBtr0343250	424	424	120	0.283019	0.283019	0	1
FBtr0343250.1	424	424	120	0.283019	0.283019	0	1
FBtr0345777	324	324	120	0.37037	0.37037	0	1
FBtr0345777.1	324	324	120	0.37037	0.37037	0	1
FBtr0344054.1	100	100	0	0	0	0	0
FBtr0344054	4740	4740	2280	0.481013	0.481013	0	4
FBtr0344054.2	449	449	0	0	0	0	0
FBtr0347592.2	2031	2031	360	0.177253	0.177253	0	1
FBtr0347592	2849	2849	600	0.2106	0.2106	0	1
FBtr0347592.1	753	753	240	0.318725	0.318725	0	1
FBtr0342660	580	536	146	0.251724	0.272388	0	1
FBtr0342660.1	580	536	146	0.251724	0.272388	0	1
FBtr0345453	468	468	240	0.512821	0.512821	0	1
FBtr0345453.1	468	468	240	0.512821	0.512821	0	1
FBtr0334793	462	462	8762	18.9654	18.9654	1	43
FBtr0334793.1	462	462	8762	18.9654	18.9654	1	43
FBtr0445831	2677	2677	1199	0.447889	0.447889	0	2
FBtr0445831.1	2677	2677	1199	0.447889	0.447889	0	2
FBtr0345739	598	598	0	0	0	0	0
FBtr0345739.1	598	598	0	0	0	0	0
FBtr0345455	319	319	0	0	0	0	0
FBtr0345455.1	319	319	0	0	0	0	0
FBtr0334798	325	325	240	0.738462	0.738462	0	2
FBtr0334798.1	325	325	240	0.738462	0.738462	0	2
FBtr0343253.3	1298	1298	240	0.1849	0.1849	0	1
FBtr0445830.3	1551	1551	240	0.154739	0.154739	0	1
FBtr0343253	3494	3494	600	0.171723	0.171723	0	1
FBtr0445830	3494	3494	600	0.171723	0.171723	0	1
FBtr0343253.2	895	895	360	0.402235	0.402235	0	1
FBtr0445830.2	540	540	240	0.444444	0.444444	0	1
FBtr0343253.1	431	431	0	0	0	0	0
FBtr0445830.1	431	431	0	0	0	0	0
FBtr0479958.1	2171	2151	960	0.442193	0.446304	0	2
FBtr0479958	9079	9059	2640	0.290781	0.291423	0	3
FBtr0479958.2	1561	1561	354	0.226778	0.226778	0	1
FBtr0479958.3	4154	4154	1175	0.28286	0.28286	0	3
FBtr0346497	348	348	425	1.22126	1.22126	0	5
FBtr0346497.1	348	348	425	1.22126	1.22126	0	5
FBtr0331290	780	780	27388	35.1128	35.1128	1	72
FBtr0331290.1	780	780	27388	35.1128	35.1128	1	72
FBtr0345742	645	645	125	0.193798	0.193798	0	1
FBtr0345742.1	645	645	125	0.193798	0.193798	0	1
FBtr0306546.2	531	531	360	0.677966	0.677966	0	2
FBtr0306546	932	932	480	0.515021	0.515021	0	2
FBtr0306546.1	301	301	49	0.162791	0.162791	0	1
FBtr0344105	340	0	0	0	0	0	0
FBtr0344105.1	340	0	0	0	0	0	0
FBtr0344104	367	0	0	0	0	0	0
FBtr0344104.1	367	0	0	0	0	0	0
FBtr0343843	1244	1244	240	0.192926	0.192926	0	1
FBtr0343843.1	1244	1244	240	0.192926	0.192926	0	1
FBtr0343840	1586	1156	360	0.226986	0.311419	0	2
FBtr0343840.1	1586	1156	360	0.226986	0.311419	0	2
FBtr0334819.1	225	225	0	0	0	0	0
FBtr0334819	3375	3375	16680	4.94222	4.94222	0	52
FBtr0334819.2	306	306	314	1.02614	1.02614	0	3
FBtr0334819.3	635	635	480	0.755906	0.755906	0	3
FBtr0342645.2	1334	1334	7842	5.87856	5.87856	0	47
FBtr0342645	7385	6562	11082	1.50061	1.68881	0	47
FBtr0342646.2	559	559	7680	13.7388	13.7388	0	47
FBtr0342646	4067	4067	9000	2.21293	2.21293	0	47
FBtr0342646.1	3439	3439	1320	0.383833	0.383833	0	2
FBtr0342645.1	5982	5159	3240	0.541625	0.628029	0	6
FBtr0346473	232	232	240	1.03448	1.03448	0	2
FBtr0346473.1	232	232	240	1.03448	1.03448	0	2
FBtr0344040.1	288	288	5910	20.5208	20.5208	9	30
FBtr0344040	793	793	11238	14.1715	14.1715	2	30
FBtr0344040.2	435	435	4740	10.8966	10.8966	2	26
FBtr0334828	403	403	21	0.0521092	0.0521092	0	1
FBtr0334828.1	403	403	21	0.0521092	0.0521092	0	1
FBtr0334827.2	461	461	120	0.260304	0.260304	0	1
FBtr0334827	739	739	194	0.262517	0.262517	0	1
FBtr0334827.1	223	223	74	0.331839	0.331839	0	1
FBtr0334825	819	819	190	0.23199	0.23199	0	2
FBtr0334825.1	819	819	190	0.23199	0.23199	0	2
FBtr0304139.1	392	392	15	0.0382653	0.0382653	0	1
FBtr0304139	1445	1445	240	0.16609	0.16609	0	1
FBtr0304139.2	982	982	154	0.156823	0.156823	0	1
FBtr0309284.1	294	294	239	0.812925	0.812925	0	2
FBtr0309284	3878	2099	1079	0.278236	0.514054	0	2
FBtr0309284.2	797	797	120	0.150565	0.150565	0	1
FBtr0309284.3	551	551	444	0.805808	0.805808	0	2
FBtr0309284.4	314	124	120	0.382166	0.967742	0	1
FBtr0309284.5	491	0	0	0	0	0	0
FBtr0346492	822	822	360	0.437956	0.437956	0	2
FBtr0346492.1	822	822	360	0.437956	0.437956	0	2
FBtr0345564	865	865	1104	1.2763	1.2763	0	5
FBtr0345564.1	865	865	1104	1.2763	1.2763	0	5
FBtr0343304	317	317	0	0	0	0	0
FBtr0343304.1	317	317	0	0	0	0	0
FBtr0334780.1	864	864	360	0.416667	0.416667	0	2
FBtr0334780	1058	1058	480	0.453686	0.453686	0	2
FBtr0334780.2	142	142	109	0.767606	0.767606	0	1
FBtr0334810.1	2272	407	240	0.105634	0.589681	0	2
FBtr0334810	3534	835	360	0.101868	0.431138	0	2
FBtr0334810.2	1133	428	120	0.105914	0.280374	0	1
FBtr0334812	996	996	360	0.361446	0.361446	0	1
FBtr0334812.1	996	996	360	0.361446	0.361446	0	1
FBtr0345556.2	535	535	48	0.0897196	0.0897196	0	1
FBtr0345556	786	786	48	0.0610687	0.0610687	0	1
FBtr0345556.1	63	63	0	0	0	0	0
FBtr0334811	1082	1082	335	0.309612	0.309612	0	2
FBtr0334811.1	1082	1082	335	0.309612	0.309612	0	2
FBtr0335164.2	553	553	14215	25.7052	25.7052	12	40
FBtr0335164	852	852	16566	19.4437	19.4437	3	40
FBtr0335164.1	241	241	1335	5.53942	5.53942	3	11
FBtr0335158	676	676	5780	8.5503	8.5503	0	21
