"target_id","pval","qval","test_stat","rss","degrees_free","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq"
"TCONS_00029954",3.27712566802943e-07,0.000595168931469608,26.0790978501127,5.21544804440917,1,8.78398657206945,1.04308960888183,0.000286315509533354,1.0428032933723,0.173362858627054,1.0428032933723
"TCONS_00033525",3.93196827661049e-07,0.000595168931469608,25.7274383403924,23.4971575752428,1,7.19800337367696,4.69943151504856,0.00240139196448227,4.69703012308408,0.264349180600814,4.69703012308408
"TCONS_00048062",3.33896303069663e-07,0.000595168931469608,26.0430054344367,20.0192592906133,1,6.79966427065759,4.00385185812266,0.00981062854239969,3.99404122958026,0.323135295634362,3.99404122958026
"TCONS_00001292",7.17067674220531e-06,0.000611799721480985,20.1471565145522,6.14805843378727,1,6.96656041447377,1.22961168675745,0.00165895088405529,1.2279527358734,0.294214692172365,1.2279527358734
"TCONS_00002352",8.35202726196519e-06,0.000611799721480985,19.855541347925,2.26325339483883,1,9.92711137810752,0.452650678967766,0.000218556465201453,0.452432122502565,0.17382212342459,0.452432122502565
"TCONS_00002524",4.88823667534135e-06,0.000611799721480985,20.8805868921117,3.65296214411496,1,7.81812499170853,0.730592428822988,0.00235816088242978,0.728234267940561,0.212005851524233,0.728234267940561
"TCONS_00005090",2.2216324230751e-06,0.000611799721480985,22.3931649726332,159.381426397907,1,4.46073323765953,31.8762852795814,0.301127848922839,31.5751574306586,2.88719326374004,31.5751574306586
"TCONS_00005159",6.00513832754157e-06,0.000611799721480985,20.4865618387962,4.84125328143395,1,7.96684736017793,0.968250656286784,0.00151240994172084,0.966738246345068,0.20371628365946,0.966738246345068
"TCONS_00005477",5.26914478487171e-06,0.000611799721480985,20.7368763704948,3.33245627037974,1,8.14518807488966,0.666491254075945,0.000408900282861687,0.666082353793086,0.194613557676805,0.666082353793086
"TCONS_00006151",6.77622968983431e-06,0.000611799721480985,20.2553896148751,2.81171740338057,1,8.06226229483223,0.562343480676113,0.000431575736229185,0.561911904939884,0.198667572640696,0.561911904939884
"TCONS_00007065",5.3807361231771e-06,0.000611799721480985,20.6967460863769,3.97960830775966,1,8.51114003562187,0.795921661551931,0.000179073561302805,0.79574258799063,0.180391420271608,0.79574258799063
"TCONS_00008607",1.87817630336638e-06,0.000611799721480985,22.7157954937729,13.5500014169431,1,7.46513484312137,2.71000028338863,0.00162622177452083,2.7083740616141,0.236780767872927,2.7083740616141
"TCONS_00015446",4.68996483066769e-06,0.000611799721480985,20.9599058091157,36.0285603719496,1,5.47518043936377,7.20571207438991,0.0352842052107148,7.1704278691792,0.973243590131013,7.1704278691792
"TCONS_00015896",1.17222724199906e-06,0.000611799721480985,23.6222743845168,6.23492429129175,1,7.79169354670623,1.24698485825835,0.00120522407298161,1.24577963418537,0.213556501829228,1.24577963418537
"TCONS_00018311",2.36774869036754e-06,0.000611799721480985,22.2708411529198,2.65433977877143,1,9.51810349993456,0.530867955754283,9.72387385098844e-05,0.530770717015775,0.168157264017516,0.530770717015775
"TCONS_00019626",1.81306163610606e-06,0.000611799721480985,22.7836014888986,5.23588967293196,1,7.87945675122756,1.04717793458639,0.000659525457731838,1.04651840912866,0.208513599028571,1.04651840912866
"TCONS_00021691",5.24452387845445e-06,0.000611799721480985,20.7458453178428,3.51435328164626,1,7.74571823594757,0.702870656329252,0.000682711123407244,0.702187945205844,0.216334947470449,0.702187945205844
"TCONS_00023069",1.9593566575747e-06,0.000611799721480985,22.6344885395636,10.8317479313746,1,7.26632668549126,2.16634958627492,0.00116526317332708,2.16518432310159,0.256756735606728,2.16518432310159
"TCONS_00023249",6.21860958610559e-06,0.000611799721480985,20.4197076351547,3.04040796877355,1,8.39892574550796,0.608081593754708,0.00134356436209114,0.606738029392619,0.184143648858136,0.606738029392619
"TCONS_00023335",4.7171749862051e-06,0.000611799721480985,20.948823250501,3.99881674051198,1,7.8908949802068,0.799763348102395,0.000502477912114525,0.799260870190281,0.20787584400565,0.799260870190281
"TCONS_00028166",5.11868988566857e-06,0.000611799721480985,20.7923544992113,3.61262779807839,1,8.39990727920697,0.722525559615675,0.000369742047056252,0.722155817568621,0.184108564793359,0.722155817568621
